slug,url,tier,profile,vendor,num_pairs,accuracy_raw,accuracy_rendered,accuracy_delta,raw_fetch_status,rendered_fetch_status,parseability_score_raw,parseability_score_rendered,universal_score_raw,universal_score_rendered,content_type
docs-databricks-com-aws-en-structured-streaming,https://docs.databricks.com/aws/en/structured-streaming/,unknown,article,databricks,5,1.0,1.0,0.0,ok,ok,81.63661510464058,81.68064717779004,81.63661510464058,81.68064717779004,article
docs-python-org-3-contents-html,https://docs.python.org/3/contents.html,unknown,landing,python,5,1.0,,,ok,short,51.94275404819592,,51.94275404819592,,sample
docs-python-org-3-faq-design-html,https://docs.python.org/3/faq/design.html,unknown,faq,python,5,0.8,0.8,0.0,ok,ok,74.7919438285292,74.7919438285292,74.7919438285292,74.7919438285292,faq
docs-python-org-3-faq-extending-html,https://docs.python.org/3/faq/extending.html,unknown,faq,python,5,1.0,1.0,0.0,ok,ok,71.38410587939113,71.12660618426486,71.38410587939113,71.12660618426486,faq
docs-python-org-3-faq-installed-html,https://docs.python.org/3/faq/installed.html,unknown,faq,python,0,,,,short,short,,,,,
docs-python-org-3-faq-library-html,https://docs.python.org/3/faq/library.html,unknown,faq,python,5,1.0,1.0,0.0,ok,ok,74.07203389830508,74.19915254237287,74.07203389830508,74.19915254237287,faq
docs-python-org-3-faq-windows-html,https://docs.python.org/3/faq/windows.html,unknown,faq,python,5,1.0,1.0,0.0,ok,ok,74.22537878787878,74.32954545454545,74.22537878787878,74.32954545454545,faq
docs-python-org-3-howto-functional-html,https://docs.python.org/3/howto/functional.html,unknown,tutorial,python,5,1.0,1.0,0.0,ok,ok,76.4143054308424,76.4143054308424,76.4143054308424,76.4143054308424,article
docs-python-org-3-howto-logging-html,https://docs.python.org/3/howto/logging.html,unknown,tutorial,python,5,1.0,1.0,0.0,ok,ok,77.0514666833276,77.0514666833276,77.0514666833276,77.0514666833276,article
docs-python-org-3-howto-sockets-html,https://docs.python.org/3/howto/sockets.html,unknown,tutorial,python,5,0.8,0.8,0.0,ok,ok,74.5,74.5,74.5,74.5,article
docs-python-org-3-library-asyncio-html,https://docs.python.org/3/library/asyncio.html,unknown,reference,python,0,,,,short,short,,,,,
docs-python-org-3-library-datetime-html,https://docs.python.org/3/library/datetime.html,unknown,reference,python,5,1.0,1.0,0.0,ok,ok,77.05802750966754,77.05802750966754,77.05802750966754,77.05802750966754,article
docs-python-org-3-library-exceptions-html,https://docs.python.org/3/library/exceptions.html,unknown,reference,python,5,1.0,1.0,0.0,ok,ok,74.16152450090743,74.16152450090743,74.16152450090743,74.16152450090743,article
docs-python-org-3-library-index-html,https://docs.python.org/3/library/index.html,unknown,landing,python,5,1.0,1.0,0.0,ok,ok,67.13160290641761,67.03131893385255,67.13160290641761,67.03131893385255,article
docs-python-org-3-library-itertools-html,https://docs.python.org/3/library/itertools.html,unknown,reference,python,5,1.0,1.0,0.0,ok,ok,66.76367996308558,66.69882940633448,66.76367996308558,66.69882940633448,sample
docs-python-org-3-library-re-html,https://docs.python.org/3/library/re.html,unknown,reference,python,5,1.0,1.0,0.0,ok,ok,77.47725353227878,77.47725353227878,77.47725353227878,77.47725353227878,article
docs-python-org-3-library-string-html,https://docs.python.org/3/library/string.html,unknown,reference,python,5,1.0,0.8,-0.19999999999999996,ok,ok,75.84880819663428,75.84880819663428,75.84880819663428,75.84880819663428,article
docs-python-org-3-library-typing-html,https://docs.python.org/3/library/typing.html,challenged=robots_blocked,reference,python,5,1.0,1.0,0.0,ok,ok,75.96869547742367,75.96869547742367,75.96869547742367,75.96869547742367,article
docs-python-org-3-reference-expressions-html,https://docs.python.org/3/reference/expressions.html,unknown,reference,python,5,1.0,1.0,0.0,ok,ok,76.72095663898943,76.72095663898943,76.72095663898943,76.72095663898943,reference
docs-python-org-3-reference-lexical-analysis-html,https://docs.python.org/3/reference/lexical_analysis.html,unknown,reference,python,5,1.0,1.0,0.0,ok,ok,77.8146809881533,77.8146809881533,77.8146809881533,77.8146809881533,reference
docs-python-org-3-reference-simple-stmts-html,https://docs.python.org/3/reference/simple_stmts.html,unknown,reference,python,5,1.0,1.0,0.0,ok,ok,76.27362637362637,76.27362637362637,76.27362637362637,76.27362637362637,reference
docs-python-org-3-tutorial-classes-html,https://docs.python.org/3/tutorial/classes.html,unknown,tutorial,python,5,1.0,1.0,0.0,ok,ok,75.69560755336617,75.69560755336617,75.69560755336617,75.69560755336617,tutorial
docs-python-org-3-tutorial-inputoutput-html,https://docs.python.org/3/tutorial/inputoutput.html,unknown,tutorial,python,5,1.0,1.0,0.0,ok,ok,74.35001840264998,74.35001840264998,74.35001840264998,74.35001840264998,tutorial
docs-python-org-3-tutorial-interpreter-html,https://docs.python.org/3/tutorial/interpreter.html,unknown,tutorial,python,5,0.8,1.0,0.19999999999999996,ok,ok,73.8956298079826,73.3685653223996,73.8956298079826,73.3685653223996,tutorial
docs-python-org-3-tutorial-modules-html,https://docs.python.org/3/tutorial/modules.html,unknown,tutorial,python,5,1.0,1.0,0.0,ok,ok,57.39240604176645,57.06372506822825,57.39240604176645,57.06372506822825,tutorial
docs-python-org-3-whatsnew-3-12-html,https://docs.python.org/3/whatsnew/3.12.html,unknown,article,python,5,1.0,1.0,0.0,ok,ok,63.75282638185905,63.67830336585571,63.75282638185905,63.67830336585571,article
docs-python-org-3-whatsnew-3-13-html,https://docs.python.org/3/whatsnew/3.13.html,unknown,article,python,5,1.0,1.0,0.0,ok,ok,62.29218315668234,62.18677375837845,62.29218315668234,62.18677375837845,article
github-com-hashicorp-terraform-provider-aws-tree-main-examples,https://github.com/hashicorp/terraform-provider-aws/tree/main/examples,unknown,sample,terraform,0,,,,short,short,,,,,
huggingface-co-docs-accelerate-index,https://huggingface.co/docs/accelerate/index,unknown,landing,huggingface,0,,,,failed,failed,,,,,
huggingface-co-docs-datasets-index,https://huggingface.co/docs/datasets/index,unknown,landing,huggingface,0,,,,failed,failed,,,,,
huggingface-co-docs-datasets-quickstart,https://huggingface.co/docs/datasets/quickstart,unknown,tutorial,huggingface,0,,,,failed,failed,,,,,
huggingface-co-docs-diffusers-index,https://huggingface.co/docs/diffusers/index,unknown,landing,huggingface,0,,,,failed,failed,,,,,
huggingface-co-docs-diffusers-quicktour,https://huggingface.co/docs/diffusers/quicktour,unknown,tutorial,huggingface,0,,,,failed,failed,,,,,
huggingface-co-docs-diffusers-using-diffusers-loading,https://huggingface.co/docs/diffusers/using-diffusers/loading,unknown,sample,huggingface,0,,,,failed,failed,,,,,
huggingface-co-docs-hub-repositories-getting-started,https://huggingface.co/docs/hub/repositories-getting-started,unknown,faq,huggingface,5,1.0,1.0,0.0,ok,ok,76.55311760127653,76.54718986647504,76.55311760127653,76.54718986647504,article
huggingface-co-docs-hub-security,https://huggingface.co/docs/hub/security,unknown,faq,huggingface,0,,,,short,short,,,,,
huggingface-co-docs-hub-spaces,https://huggingface.co/docs/hub/spaces,challenged=cf_challenge,landing,huggingface,0,,,,failed,short,,,,,
huggingface-co-docs-peft-index,https://huggingface.co/docs/peft/index,unknown,landing,huggingface,0,,,,failed,failed,,,,,
huggingface-co-docs-text-generation-inference-index,https://huggingface.co/docs/text-generation-inference/index,challenged=ua_variant,landing,huggingface,0,,,,short,short,,,,,
huggingface-co-docs-transformers-chat-templating,https://huggingface.co/docs/transformers/chat_templating,unknown,article,huggingface,5,1.0,1.0,0.0,ok,ok,68.50374531835206,76.00374531835206,68.50374531835206,76.00374531835206,article
huggingface-co-docs-transformers-generation-strategies,https://huggingface.co/docs/transformers/generation_strategies,unknown,article,huggingface,5,,0.8,,failed,ok,,77.17997656119203,,77.17997656119203,article
huggingface-co-docs-transformers-glossary,https://huggingface.co/docs/transformers/glossary,unknown,article,huggingface,5,1.0,1.0,0.0,ok,ok,65.51682070083424,65.51682070083424,65.51682070083424,65.51682070083424,article
huggingface-co-docs-transformers-index,https://huggingface.co/docs/transformers/index,unknown,landing,huggingface,0,,,,failed,failed,,,,,
huggingface-co-docs-transformers-llm-tutorial,https://huggingface.co/docs/transformers/llm_tutorial,unknown,tutorial,huggingface,0,,,,failed,failed,,,,,
huggingface-co-docs-transformers-main-classes-model,https://huggingface.co/docs/transformers/main_classes/model,unknown,reference,huggingface,0,,,,failed,failed,,,,,
huggingface-co-docs-transformers-main-classes-pipelines,https://huggingface.co/docs/transformers/main_classes/pipelines,unknown,reference,huggingface,0,,,,failed,failed,,,,,
huggingface-co-docs-transformers-main-classes-tokenizer,https://huggingface.co/docs/transformers/main_classes/tokenizer,unknown,reference,huggingface,0,,,,failed,failed,,,,,
huggingface-co-docs-transformers-main-classes-trainer,https://huggingface.co/docs/transformers/main_classes/trainer,unknown,reference,huggingface,0,,,,failed,failed,,,,,
huggingface-co-docs-transformers-model-doc-llama,https://huggingface.co/docs/transformers/model_doc/llama,unknown,reference,huggingface,0,,,,failed,failed,,,,,
huggingface-co-docs-transformers-notebooks,https://huggingface.co/docs/transformers/notebooks,unknown,sample,huggingface,0,,,,failed,failed,,,,,
huggingface-co-docs-transformers-performance,https://huggingface.co/docs/transformers/performance,unknown,article,huggingface,0,,,,short,short,,,,,
huggingface-co-docs-transformers-philosophy,https://huggingface.co/docs/transformers/philosophy,unknown,article,huggingface,0,,,,short,failed,,,,,
huggingface-co-docs-transformers-quicktour,https://huggingface.co/docs/transformers/quicktour,unknown,tutorial,huggingface,0,,,,failed,failed,,,,,
huggingface-co-docs-transformers-training,https://huggingface.co/docs/transformers/training,unknown,article,huggingface,5,0.8,0.8,0.0,ok,ok,77.64308894947993,77.64308894947993,77.64308894947993,77.64308894947993,article
huggingface-co-docs-transformers-tutorials,https://huggingface.co/docs/transformers/tutorials,unknown,tutorial,huggingface,0,,,,failed,failed,,,,,
learn-microsoft-com-en-us-azure-aks,https://learn.microsoft.com/en-us/azure/aks/,unknown,landing,learn,0,,,,short,short,,,,,
learn-microsoft-com-en-us-azure-aks-concepts-clusters-workloads,https://learn.microsoft.com/en-us/azure/aks/concepts-clusters-workloads,unknown,article,learn,5,1.0,1.0,0.0,ok,ok,81.37061403508773,75.47418272823208,81.37061403508773,75.47418272823208,article
learn-microsoft-com-en-us-azure-aks-learn-quick-kubernetes-deploy-cli,https://learn.microsoft.com/en-us/azure/aks/learn/quick-kubernetes-deploy-cli,unknown,article,learn,5,1.0,1.0,0.0,ok,ok,81.83408048373644,78.92281010081018,81.83408048373644,78.92281010081018,tutorial
learn-microsoft-com-en-us-azure-aks-tutorial-kubernetes-deploy-application,https://learn.microsoft.com/en-us/azure/aks/tutorial-kubernetes-deploy-application,unknown,tutorial,learn,5,1.0,1.0,0.0,ok,ok,83.70328473269649,78.15907276388992,83.70328473269649,78.15907276388992,tutorial
learn-microsoft-com-en-us-azure-aks-tutorial-kubernetes-deploy-cluster,https://learn.microsoft.com/en-us/azure/aks/tutorial-kubernetes-deploy-cluster,unknown,tutorial,learn,5,0.8,0.8,0.0,ok,ok,80.72406517944118,78.61412411118295,80.72406517944118,78.61412411118295,tutorial
learn-microsoft-com-en-us-azure-app-service-quickstart-dotnetcore,https://learn.microsoft.com/en-us/azure/app-service/quickstart-dotnetcore,unknown,tutorial,learn,5,1.0,1.0,0.0,ok,ok,82.61094860317039,80.01448355334286,82.61094860317039,80.01448355334286,tutorial
learn-microsoft-com-en-us-azure-architecture-guide,https://learn.microsoft.com/en-us/azure/architecture/guide/,unknown,article,learn,5,0.8,0.8,0.0,ok,ok,81.45870469399881,77.03800478207012,81.45870469399881,77.03800478207012,article
learn-microsoft-com-en-us-azure-azure-functions-functions-samples,https://learn.microsoft.com/en-us/azure/azure-functions/functions-samples,unknown,sample,learn,0,,,,failed,failed,,,,,
learn-microsoft-com-en-us-azure-cosmos-db,https://learn.microsoft.com/en-us/azure/cosmos-db/,unknown,landing,learn,0,,,,short,short,,,,,
learn-microsoft-com-en-us-azure-cosmos-db-faq,https://learn.microsoft.com/en-us/azure/cosmos-db/faq,unknown,faq,learn,5,1.0,1.0,0.0,ok,ok,81.08356747938004,81.85365853658536,81.08356747938004,81.85365853658536,faq
learn-microsoft-com-en-us-azure-openai-concepts-models,https://learn.microsoft.com/en-us/azure/openai/concepts/models,challenged=ua_variant,article,learn,0,,,,failed,failed,,,,,
learn-microsoft-com-en-us-azure-openai-faq,https://learn.microsoft.com/en-us/azure/openai/faq,unknown,faq,learn,0,,,,failed,failed,,,,,
learn-microsoft-com-en-us-azure-security-fundamentals-overview,https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,unknown,landing,learn,5,1.0,1.0,0.0,ok,ok,81.84785682722051,75.98248587570622,81.84785682722051,75.98248587570622,landing
learn-microsoft-com-en-us-azure-storage-blobs-storage-quickstart-blobs-portal,https://learn.microsoft.com/en-us/azure/storage/blobs/storage-quickstart-blobs-portal,unknown,tutorial,learn,5,1.0,1.0,0.0,ok,ok,81.96003401360545,73.95954410921276,81.96003401360545,73.95954410921276,tutorial
learn-microsoft-com-en-us-azure-storage-common-storage-faq,https://learn.microsoft.com/en-us/azure/storage/common/storage-faq,unknown,faq,learn,0,,,,failed,failed,,,,,
learn-microsoft-com-en-us-azure-templates-microsoft-compute-virtualmachines,https://learn.microsoft.com/en-us/azure/templates/microsoft.compute/virtualmachines,unknown,reference,learn,5,0.8,0.8,0.0,ok,ok,67.32245570528735,67.30596671569714,67.32245570528735,67.30596671569714,reference
learn-microsoft-com-en-us-azure-well-architected,https://learn.microsoft.com/en-us/azure/well-architected/,unknown,article,learn,0,,,,short,short,,,,,
learn-microsoft-com-en-us-dotnet,https://learn.microsoft.com/en-us/dotnet/,unknown,landing,learn,0,,,,short,short,,,,,
learn-microsoft-com-en-us-dotnet-api-system-collections-generic-dictionary-2,https://learn.microsoft.com/en-us/dotnet/api/system.collections.generic.dictionary-2,unknown,reference,learn,5,0.8,1.0,0.19999999999999996,ok,ok,70.32694985415354,69.97160706425646,70.32694985415354,69.97160706425646,reference
learn-microsoft-com-en-us-dotnet-api-system-collections-generic-list-1,https://learn.microsoft.com/en-us/dotnet/api/system.collections.generic.list-1,unknown,reference,learn,5,1.0,1.0,0.0,ok,ok,71.73951828724353,71.30459773648346,71.73951828724353,71.30459773648346,reference
learn-microsoft-com-en-us-dotnet-api-system-threading-cancellationtoken,https://learn.microsoft.com/en-us/dotnet/api/system.threading.cancellationtoken,challenged=robots_blocked,reference,learn,5,1.0,1.0,0.0,ok,ok,81.49825783972125,77.2888957322576,81.49825783972125,77.2888957322576,reference
learn-microsoft-com-en-us-dotnet-api-system-threading-tasks-task,https://learn.microsoft.com/en-us/dotnet/api/system.threading.tasks.task,unknown,reference,learn,5,1.0,1.0,0.0,ok,ok,71.94940476190476,70.87019432597724,71.94940476190476,70.87019432597724,reference
learn-microsoft-com-en-us-dotnet-csharp-how-to,https://learn.microsoft.com/en-us/dotnet/csharp/how-to/,unknown,tutorial,learn,5,1.0,1.0,0.0,ok,ok,73.51961313580384,69.97133920223817,73.51961313580384,69.97133920223817,tutorial
learn-microsoft-com-en-us-dotnet-csharp-programming-guide-classes-and-structs,https://learn.microsoft.com/en-us/dotnet/csharp/programming-guide/classes-and-structs/,unknown,article,learn,5,1.0,1.0,0.0,ok,ok,84.03735632183907,77.40954466098935,84.03735632183907,77.40954466098935,article
learn-microsoft-com-en-us-powershell-module-microsoft-powershell-core-get-comman,https://learn.microsoft.com/en-us/powershell/module/microsoft.powershell.core/get-command,unknown,reference,learn,5,1.0,1.0,0.0,ok,ok,82.66553813257306,80.81168765834792,82.66553813257306,80.81168765834792,reference
learn-microsoft-com-en-us-samples-azure-samples-azure-sdk-for-python,https://learn.microsoft.com/en-us/samples/azure-samples/azure-sdk-for-python/,unknown,sample,learn,0,,,,failed,failed,,,,,
learn-microsoft-com-en-us-samples-dotnet-samples,https://learn.microsoft.com/en-us/samples/dotnet/samples/,unknown,sample,learn,0,,,,failed,failed,,,,,
vercel-com-docs,https://vercel.com/docs,unknown,landing,vercel,5,1.0,1.0,0.0,ok,ok,66.97998766472256,67.55486840080032,66.97998766472256,67.55486840080032,article
vercel-com-docs-cli,https://vercel.com/docs/cli,unknown,reference,vercel,5,1.0,1.0,0.0,ok,ok,64.88540021472394,65.47069591483302,64.88540021472394,65.47069591483302,article
vercel-com-docs-cli-dev,https://vercel.com/docs/cli/dev,unknown,reference,vercel,0,,,,short,short,,,,,
vercel-com-docs-concepts-edge-network-overview,https://vercel.com/docs/concepts/edge-network/overview,unknown,article,vercel,5,0.6,0.6,0.0,ok,ok,65.72703411635723,66.18337080817778,65.72703411635723,66.18337080817778,landing
vercel-com-docs-concepts-limits,https://vercel.com/docs/concepts/limits,unknown,faq,vercel,5,1.0,1.0,0.0,ok,ok,66.2724308328402,66.44009292230162,66.2724308328402,66.44009292230162,article
vercel-com-docs-concepts-limits-overview,https://vercel.com/docs/concepts/limits/overview,unknown,article,vercel,5,1.0,1.0,0.0,ok,ok,66.2724308328402,66.44009292230162,66.2724308328402,66.44009292230162,landing
vercel-com-docs-deployments,https://vercel.com/docs/deployments,unknown,landing,vercel,5,0.8,0.8,0.0,ok,ok,63.34878815681189,63.9727799604409,63.34878815681189,63.9727799604409,article
vercel-com-docs-deployments-environments,https://vercel.com/docs/deployments/environments,unknown,tutorial,vercel,5,1.0,1.0,0.0,ok,ok,64.72759451581544,65.41656689133943,64.72759451581544,65.41656689133943,article
vercel-com-docs-edge-network,https://vercel.com/docs/edge-network,unknown,landing,vercel,5,0.8,0.8,0.0,ok,ok,65.72703411635723,66.18337080817778,65.72703411635723,66.18337080817778,article
vercel-com-docs-edge-network-caching,https://vercel.com/docs/edge-network/caching,challenged=ua_variant,article,vercel,5,1.0,1.0,0.0,ok,ok,67.79641364117916,70.71119443569854,67.79641364117916,70.71119443569854,sample
vercel-com-docs-edge-network-headers,https://vercel.com/docs/edge-network/headers,unknown,reference,vercel,5,1.0,1.0,0.0,ok,ok,66.54649001385607,67.0254596492454,66.54649001385607,67.0254596492454,article
vercel-com-docs-edge-network-regions,https://vercel.com/docs/edge-network/regions,challenged=cf_challenge,reference,vercel,5,1.0,1.0,0.0,ok,ok,69.10106743352367,69.6643523414993,69.10106743352367,69.6643523414993,article
vercel-com-docs-errors,https://vercel.com/docs/errors,unknown,faq,vercel,0,,,,short,short,,,,,
vercel-com-docs-functions,https://vercel.com/docs/functions,unknown,landing,vercel,5,0.6,0.6,0.0,ok,ok,63.79701260760509,67.89980812931063,63.79701260760509,67.89980812931063,article
vercel-com-docs-functions-runtimes-node-js-node-js-examples,https://vercel.com/docs/functions/runtimes/node-js/node-js-examples,unknown,sample,vercel,0,,,,failed,failed,,,,,
vercel-com-docs-functions-streaming,https://vercel.com/docs/functions/streaming,unknown,sample,vercel,5,1.0,1.0,0.0,ok,ok,70.45599334499323,70.46066493983241,70.45599334499323,70.46066493983241,article
vercel-com-docs-getting-started-with-vercel,https://vercel.com/docs/getting-started-with-vercel,unknown,tutorial,vercel,5,1.0,1.0,0.0,ok,ok,64.57319754602864,65.26831025665399,64.57319754602864,65.26831025665399,article
vercel-com-docs-getting-started-with-vercel-import,https://vercel.com/docs/getting-started-with-vercel/import,unknown,tutorial,vercel,5,1.0,1.0,0.0,ok,ok,64.57319754602864,65.26831025665399,64.57319754602864,65.26831025665399,article
vercel-com-docs-getting-started-with-vercel-projects-deployments,https://vercel.com/docs/getting-started-with-vercel/projects-deployments,unknown,tutorial,vercel,5,1.0,1.0,0.0,ok,ok,64.57319754602864,65.26831025665399,64.57319754602864,65.26831025665399,article
vercel-com-docs-observability,https://vercel.com/docs/observability,unknown,landing,vercel,5,0.8,0.8,0.0,ok,ok,65.28210033830341,65.80359979793691,65.28210033830341,65.80359979793691,article
vercel-com-docs-projects-environment-variables,https://vercel.com/docs/projects/environment-variables,unknown,tutorial,vercel,5,1.0,1.0,0.0,ok,ok,67.52151042396177,68.03384404634262,67.52151042396177,68.03384404634262,article
vercel-com-docs-projects-project-configuration,https://vercel.com/docs/projects/project-configuration,unknown,reference,vercel,5,1.0,1.0,0.0,ok,ok,67.58311180576001,68.13651364036375,67.58311180576001,68.13651364036375,article
vercel-com-docs-rest-api,https://vercel.com/docs/rest-api,unknown,reference,vercel,0,,,,short,short,,,,,
vercel-com-docs-security-overview,https://vercel.com/docs/security/overview,unknown,article,vercel,5,1.0,1.0,0.0,ok,ok,64.30588306260327,64.76784526170424,64.30588306260327,64.76784526170424,landing
vercel-com-docs-storage-vercel-kv,https://vercel.com/docs/storage/vercel-kv,unknown,article,vercel,0,,,,short,short,,,,,
vercel-com-docs-storage-vercel-postgres,https://vercel.com/docs/storage/vercel-postgres,unknown,article,vercel,0,,,,short,short,,,,,
vercel-com-templates,https://vercel.com/templates,unknown,sample,vercel,5,1.0,1.0,0.0,ok,ok,62.42025900024147,63.07241205184312,62.42025900024147,63.07241205184312,article
www-mongodb-com-docs-atlas,https://www.mongodb.com/docs/atlas/,unknown,landing,mongodb,0,,,,short,short,,,,,
www-mongodb-com-docs-atlas-atlas-search,https://www.mongodb.com/docs/atlas/atlas-search/,challenged=ua_variant,landing,mongodb,5,0.8,0.8,0.0,ok,ok,68.15286965499055,68.15286965499055,68.15286965499055,68.15286965499055,article
www-mongodb-com-docs-atlas-getting-started,https://www.mongodb.com/docs/atlas/getting-started/,unknown,tutorial,mongodb,5,1.0,1.0,0.0,ok,ok,76.25826938554702,76.25826938554702,76.25826938554702,76.25826938554702,article
www-mongodb-com-docs-atlas-sample-data,https://www.mongodb.com/docs/atlas/sample-data/,unknown,sample,mongodb,0,,,,short,short,,,,,
www-mongodb-com-docs-atlas-security-overview,https://www.mongodb.com/docs/atlas/security-overview/,unknown,landing,mongodb,0,,,,failed,failed,,,,,
www-mongodb-com-docs-drivers,https://www.mongodb.com/docs/drivers/,unknown,landing,mongodb,0,,,,short,short,,,,,
www-mongodb-com-docs-drivers-node-current-usage-examples,https://www.mongodb.com/docs/drivers/node/current/usage-examples/,unknown,sample,mongodb,0,,,,failed,failed,,,,,
www-mongodb-com-docs-manual,https://www.mongodb.com/docs/manual/,unknown,landing,mongodb,5,1.0,1.0,0.0,ok,ok,73.84921088741972,73.84921088741972,73.84921088741972,73.84921088741972,article
www-mongodb-com-docs-manual-administration-production-checklist,https://www.mongodb.com/docs/manual/administration/production-checklist/,unknown,article,mongodb,5,1.0,1.0,0.0,ok,ok,75.84061299266418,75.84061299266418,75.84061299266418,75.84061299266418,article
www-mongodb-com-docs-manual-core-aggregation-pipeline,https://www.mongodb.com/docs/manual/core/aggregation-pipeline/,unknown,article,mongodb,5,0.8,0.8,0.0,ok,ok,69.91901170954418,69.91901170954418,69.91901170954418,69.91901170954418,article
www-mongodb-com-docs-manual-core-authentication,https://www.mongodb.com/docs/manual/core/authentication/,challenged=robots_blocked,article,mongodb,5,1.0,1.0,0.0,ok,ok,68.81735452656562,68.81735452656562,68.81735452656562,68.81735452656562,article
www-mongodb-com-docs-manual-core-index-single,https://www.mongodb.com/docs/manual/core/index-single/,unknown,article,mongodb,0,,,,short,short,,,,,
www-mongodb-com-docs-manual-core-replica-set-architectures,https://www.mongodb.com/docs/manual/core/replica-set-architectures/,unknown,article,mongodb,5,1.0,1.0,0.0,ok,ok,74.07416981461567,74.07416981461567,74.07416981461567,74.07416981461567,article
www-mongodb-com-docs-manual-core-sample-aggregation-data,https://www.mongodb.com/docs/manual/core/sample-aggregation-data/,unknown,sample,mongodb,0,,,,failed,failed,,,,,
www-mongodb-com-docs-manual-core-transactions,https://www.mongodb.com/docs/manual/core/transactions/,unknown,article,mongodb,5,1.0,1.0,0.0,ok,ok,49.78370227491916,49.78370227491916,49.78370227491916,49.78370227491916,sample
www-mongodb-com-docs-manual-faq,https://www.mongodb.com/docs/manual/faq/,unknown,faq,mongodb,0,,,,short,short,,,,,
www-mongodb-com-docs-manual-faq-concurrency,https://www.mongodb.com/docs/manual/faq/concurrency/,unknown,faq,mongodb,5,1.0,1.0,0.0,ok,ok,71.23918059674412,71.23918059674412,71.23918059674412,71.23918059674412,faq
www-mongodb-com-docs-manual-faq-fundamentals,https://www.mongodb.com/docs/manual/faq/fundamentals/,unknown,faq,mongodb,5,0.8,0.8,0.0,ok,ok,70.1452461592575,70.1452461592575,70.1452461592575,70.1452461592575,faq
www-mongodb-com-docs-manual-faq-storage,https://www.mongodb.com/docs/manual/faq/storage/,unknown,faq,mongodb,5,1.0,1.0,0.0,ok,ok,67.17260474382815,67.17260474382815,67.17260474382815,67.17260474382815,faq
www-mongodb-com-docs-manual-reference-configuration-options,https://www.mongodb.com/docs/manual/reference/configuration-options/,unknown,reference,mongodb,5,1.0,1.0,0.0,ok,ok,50.99954728958285,50.99954728958285,50.99954728958285,50.99954728958285,reference
www-mongodb-com-docs-manual-reference-method-db-collection-aggregate,https://www.mongodb.com/docs/manual/reference/method/db.collection.aggregate/,unknown,reference,mongodb,5,0.8,0.8,0.0,ok,ok,71.06344100320327,71.06344100320327,71.06344100320327,71.06344100320327,reference
www-mongodb-com-docs-manual-reference-method-db-collection-insertOne,https://www.mongodb.com/docs/manual/reference/method/db.collection.insertOne/,unknown,reference,mongodb,5,1.0,1.0,0.0,ok,ok,67.79365931960149,67.79365931960149,67.79365931960149,67.79365931960149,reference
www-mongodb-com-docs-manual-reference-operator-aggregation,https://www.mongodb.com/docs/manual/reference/operator/aggregation/,unknown,reference,mongodb,5,1.0,0.6,-0.4,ok,ok,69.35490315550133,69.35490315550133,69.35490315550133,69.35490315550133,reference
www-mongodb-com-docs-manual-reference-program-mongod,https://www.mongodb.com/docs/manual/reference/program/mongod/,unknown,reference,mongodb,5,1.0,1.0,0.0,ok,ok,52.94039155645827,52.94039155645827,52.94039155645827,52.94039155645827,reference
www-mongodb-com-docs-manual-tutorial-insert-documents,https://www.mongodb.com/docs/manual/tutorial/insert-documents/,unknown,tutorial,mongodb,5,1.0,1.0,0.0,ok,ok,50.07864915219292,50.07864915219292,50.07864915219292,50.07864915219292,tutorial
www-mongodb-com-docs-manual-tutorial-query-documents,https://www.mongodb.com/docs/manual/tutorial/query-documents/,unknown,tutorial,mongodb,5,1.0,1.0,0.0,ok,ok,49.12112343859868,49.12112343859868,49.12112343859868,49.12112343859868,tutorial
www-mongodb-com-docs-manual-tutorial-remove-documents,https://www.mongodb.com/docs/manual/tutorial/remove-documents/,unknown,tutorial,mongodb,0,,,,short,short,,,,,
www-mongodb-com-docs-manual-tutorial-update-documents,https://www.mongodb.com/docs/manual/tutorial/update-documents/,unknown,tutorial,mongodb,5,0.8,0.8,0.0,ok,ok,51.30829664657548,51.30829664657548,51.30829664657548,51.30829664657548,tutorial
